Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,WorkLifeBalance,YearsSinceLastPromotion
31,No,Travel_Rarely,Research & Development,12,Below College,Medical,246,High,Female,High,1,Research Scientist,Very High,Married,3929,Outstanding,High,7,Better,0
34,No,Travel_Rarely,Research & Development,27,College,Medical,247,Very High,Female,High,1,Research Scientist,Medium,Single,2311,Excellent,Very High,9,Better,1
41,Yes,Travel_Rarely,Sales,20,College,Marketing,248,Medium,Female,High,1,Sales Representative,Medium,Single,3140,Outstanding,Very High,4,Good,0
50,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,249,High,Male,Medium,1,Laboratory Technician,High,Married,3690,Excellent,Very High,5,Good,0
53,No,Travel_Rarely,Research & Development,13,College,Medical,250,Very High,Female,Very High,2,Manufacturing Director,Low,Divorced,4450,Excellent,High,5,Better,1
33,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,252,Very High,Female,High,1,Research Scientist,Medium,Married,2756,Excellent,Very High,8,Better,1
40,No,Travel_Rarely,Research & Development,4,Below College,Medical,253,Very High,Female,High,5,Manager,High,Married,19033,Excellent,Medium,21,Better,9
55,No,Travel_Rarely,Research & Development,14,Master,Medical,254,High,Male,Very High,5,Research Director,Medium,Single,18722,Excellent,Very High,36,Better,2
34,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,256,Very High,Male,Medium,2,Manufacturing Director,High,Married,9547,Excellent,High,10,Good,1
51,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,258,Very High,Female,High,4,Healthcare Representative,Medium,Single,13734,Excellent,High,21,Better,1
52,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,259,High,Male,Medium,5,Manager,High,Married,19999,Excellent,Low,34,Better,11
27,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,260,Very High,Female,High,1,Research Scientist,Medium,Single,2279,Excellent,Very High,7,Good,0
35,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,261,Medium,Male,Medium,2,Manufacturing Director,High,Married,5916,Excellent,Low,8,Better,0
43,No,Non-Travel,Research & Development,7,Bachelor,Medical,262,Very High,Male,Very High,1,Research Scientist,Very High,Divorced,2089,Excellent,Very High,7,Best,2
45,No,Non-Travel,Research & Development,2,College,Medical,264,Low,Male,Medium,4,Manager,Very High,Married,16792,Outstanding,Very High,22,Better,11
37,No,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,267,Medium,Male,Very High,1,Research Scientist,Low,Married,3564,Excellent,Low,8,Good,1
35,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,269,Medium,Female,High,2,Laboratory Technician,Medium,Single,4425,Excellent,Very High,10,Better,1
42,No,Non-Travel,Research & Development,21,College,Medical,270,High,Female,High,2,Manufacturing Director,High,Divorced,5265,Excellent,Medium,11,Better,0
38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,271,Very High,Male,High,2,Manufacturing Director,High,Married,6553,Excellent,Medium,14,Better,0
38,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,273,Very High,Male,High,2,Manufacturing Director,Very High,Married,6261,Excellent,Low,9,Bad,1
27,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,274,High,Male,Medium,2,Manufacturing Director,Low,Married,4298,Excellent,High,6,Better,2
49,No,Non-Travel,Research & Development,18,Master,Life Sciences,275,Very High,Male,High,2,Manufacturing Director,Very High,Divorced,6804,Excellent,Low,7,Better,1
34,No,Travel_Frequently,Research & Development,10,Master,Medical,277,Very High,Male,High,1,Research Scientist,High,Divorced,3815,Excellent,Very High,5,Best,2
40,No,Travel_Rarely,Research & Development,19,College,Medical,281,High,Male,High,2,Laboratory Technician,Very High,Married,2741,Excellent,High,15,Best,3
38,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,282,Medium,Male,High,2,Healthcare Representative,Low,Married,6673,Excellent,Medium,17,Better,0
29,Yes,Travel_Rarely,Sales,27,Bachelor,Marketing,283,Medium,Female,High,3,Sales Executive,Very High,Married,7639,Outstanding,Very High,10,Good,1
22,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,284,Very High,Male,Very High,1,Research Scientist,Medium,Divorced,2328,Excellent,Low,4,Good,2
36,No,Travel_Frequently,Research & Development,18,Below College,Medical,286,Medium,Female,High,1,Laboratory Technician,Very High,Single,2153,Excellent,Low,8,Better,1
40,No,Non-Travel,Research & Development,9,Doctor,Life Sciences,287,Very High,Male,Medium,2,Healthcare Representative,Very High,Married,4876,Excellent,Very High,5,Bad,0
46,No,Travel_Rarely,Research & Development,1,Master,Medical,288,Very High,Male,High,3,Healthcare Representative,Low,Divorced,9396,Excellent,High,17,Better,0
32,Yes,Travel_Rarely,Sales,4,Master,Medical,291,Very High,Male,Low,3,Sales Executive,Very High,Married,10400,Excellent,High,14,Good,9
30,No,Non-Travel,Research & Development,1,Below College,Life Sciences,292,High,Male,Medium,3,Manufacturing Director,High,Single,8474,Outstanding,High,12,Better,5
27,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,293,Very High,Female,High,2,Sales Executive,High,Single,9981,Excellent,Very High,7,Better,0
51,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,296,Medium,Male,Medium,3,Research Director,Medium,Married,12490,Excellent,Very High,16,Bad,4
30,Yes,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,297,Very High,Female,High,1,Research Scientist,Low,Single,2657,Excellent,High,8,Better,0
41,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,298,Very High,Female,High,3,Manager,Very High,Single,13591,Excellent,High,16,Better,0
30,Yes,Travel_Frequently,Sales,26,Master,Marketing,299,High,Female,Medium,2,Sales Executive,Low,Single,6696,Excellent,High,9,Good,0
29,Yes,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,300,High,Male,High,1,Research Scientist,High,Single,2058,Excellent,Very High,7,Good,1
45,No,Non-Travel,Sales,6,Bachelor,Medical,302,Very High,Female,Medium,3,Sales Executive,Very High,Single,8865,Excellent,Very High,23,Better,12
54,No,Travel_Rarely,Sales,3,Bachelor,Marketing,303,Very High,Female,High,2,Sales Executive,Low,Married,5940,Excellent,Very High,16,Better,0
36,No,Travel_Rarely,Research & Development,5,College,Life Sciences,304,Very High,Male,High,2,Laboratory Technician,Medium,Single,5914,Excellent,Very High,16,Best,3
33,No,Travel_Rarely,Research & Development,4,Master,Medical,305,High,Female,Medium,1,Research Scientist,Medium,Married,2622,Outstanding,Very High,7,Better,1
37,No,Travel_Frequently,Research & Development,11,Bachelor,Other,306,Medium,Male,High,3,Research Director,Very High,Divorced,12185,Excellent,High,10,Better,0
38,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,307,Low,Male,High,3,Sales Executive,High,Divorced,10609,Excellent,High,17,Good,5
31,No,Non-Travel,Research & Development,1,Master,Medical,308,High,Male,Low,2,Manufacturing Director,High,Married,4345,Excellent,Very High,6,Better,1
59,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,309,High,Male,Medium,1,Research Scientist,Very High,Married,2177,Excellent,Low,7,Better,0
37,No,Travel_Frequently,Sales,4,Master,Marketing,311,Low,Male,High,1,Sales Representative,Very High,Divorced,2793,Excellent,High,13,Better,5
29,No,Travel_Frequently,Sales,1,Below College,Medical,312,Medium,Female,High,3,Sales Executive,Very High,Married,7918,Excellent,Very High,11,Better,4
35,No,Travel_Frequently,Sales,1,Bachelor,Marketing,314,High,Female,High,3,Sales Executive,High,Single,8789,Excellent,Low,10,Best,0
29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,315,High,Male,Medium,1,Research Scientist,Very High,Single,2389,Excellent,High,4,Good,0
52,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,316,High,Female,Medium,1,Laboratory Technician,Very High,Single,3212,Excellent,Medium,6,Good,2
42,No,Travel_Rarely,Research & Development,4,College,Technical Degree,319,High,Male,High,5,Manager,Very High,Married,19232,Excellent,Very High,22,Better,11
59,No,Travel_Rarely,Human Resources,6,College,Medical,321,Medium,Male,High,1,Human Resources,High,Married,2267,Excellent,Very High,7,Good,2
50,No,Travel_Rarely,Sales,1,Master,Medical,323,Very High,Female,High,5,Manager,Very High,Divorced,19517,Excellent,High,32,Good,0
33,Yes,Travel_Rarely,Research & Development,14,Bachelor,Medical,325,High,Male,High,1,Laboratory Technician,Very High,Married,2436,Excellent,High,8,Bad,0
43,No,Travel_Rarely,Sales,16,Bachelor,Marketing,327,Very High,Female,High,4,Manager,Very High,Married,16064,Outstanding,High,22,Better,1
33,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,328,Low,Female,High,1,Laboratory Technician,Low,Married,2707,Outstanding,Low,13,Best,1
52,No,Non-Travel,Sales,2,Master,Life Sciences,329,Low,Male,Medium,5,Manager,High,Single,19068,Excellent,Very High,33,Best,15
32,No,Travel_Rarely,Sales,4,College,Life Sciences,330,High,Female,High,1,Sales Representative,Medium,Married,3931,Excellent,Low,6,Better,1
32,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,331,Very High,Male,Medium,1,Laboratory Technician,High,Single,3730,Excellent,Very High,4,Bad,1
39,No,Travel_Rarely,Research & Development,1,Master,Medical,332,High,Female,High,1,Laboratory Technician,High,Divorced,2232,Excellent,High,7,Better,1
32,No,Non-Travel,Sales,26,Master,Marketing,333,High,Male,High,2,Sales Executive,Very High,Married,4465,Excellent,Low,4,Better,2
41,No,Travel_Rarely,Research & Development,19,College,Life Sciences,334,High,Male,High,2,Research Scientist,Low,Divorced,3072,Excellent,Low,17,Good,0
40,No,Travel_Rarely,Research & Development,24,College,Technical Degree,335,Low,Male,High,2,Research Scientist,Very High,Divorced,3319,Excellent,Low,9,Better,4
45,No,Travel_Rarely,Research & Development,1,Bachelor,Other,336,High,Male,Very High,5,Manager,Very High,Married,19202,Excellent,High,25,Better,1
31,No,Travel_Frequently,Research & Development,3,Master,Medical,337,Medium,Male,High,3,Research Director,High,Divorced,13675,Excellent,Low,9,Better,2
33,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,338,High,Female,Medium,1,Research Scientist,Very High,Married,2911,Excellent,High,2,Good,0
34,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,339,Very High,Male,Medium,2,Manufacturing Director,Low,Married,5957,Excellent,Medium,13,Better,5
37,No,Travel_Rarely,Research & Development,1,College,Medical,340,High,Female,Medium,1,Research Scientist,Low,Married,3920,Excellent,Low,17,Good,0
45,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,341,Low,Male,Very High,2,Manufacturing Director,High,Married,6434,Excellent,Very High,9,Better,0
37,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,342,Low,Male,High,3,Manufacturing Director,High,Divorced,10048,Excellent,Medium,17,Better,0
39,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,343,High,Female,High,3,Healthcare Representative,High,Single,10938,Outstanding,Very High,20,Better,11
29,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,346,High,Male,High,1,Research Scientist,Very High,Single,2340,Excellent,Low,6,Better,1
42,No,Travel_Rarely,Research & Development,17,College,Life Sciences,347,Very High,Female,Very High,2,Research Scientist,Low,Single,6545,Excellent,High,10,Better,0
29,No,Travel_Rarely,Sales,20,College,Marketing,349,Very High,Male,High,2,Sales Executive,Very High,Divorced,6931,Excellent,Very High,10,Better,0
25,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,350,Low,Female,High,2,Manufacturing Director,High,Married,4898,Excellent,Very High,5,Better,1
42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,351,Very High,Female,Medium,1,Laboratory Technician,Low,Divorced,2593,Excellent,High,10,Better,7
40,No,Travel_Rarely,Research & Development,2,College,Medical,352,Low,Male,High,5,Research Director,High,Divorced,19436,Excellent,Very High,22,Better,3
51,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,353,High,Male,High,1,Research Scientist,Very High,Married,2723,Excellent,Medium,1,Good,0
31,Yes,Travel_Frequently,Research & Development,29,College,Medical,355,High,Male,Medium,1,Laboratory Technician,Medium,Single,3479,Excellent,Medium,6,Best,1
32,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,359,Medium,Male,Very High,1,Laboratory Technician,Medium,Married,2794,Outstanding,High,5,Bad,0
38,No,Non-Travel,Sales,2,College,Life Sciences,361,Very High,Male,Medium,2,Sales Executive,Very High,Married,5249,Excellent,Very High,13,Better,7
32,No,Travel_Rarely,Research & Development,2,Below College,Technical Degree,362,Very High,Male,Medium,2,Laboratory Technician,Low,Single,2176,Excellent,Very High,9,Better,0
46,No,Travel_Rarely,Sales,2,Bachelor,Technical Degree,363,High,Female,Low,4,Manager,Medium,Married,16872,Excellent,Medium,28,Good,7
28,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,364,Low,Male,High,1,Laboratory Technician,High,Single,3485,Excellent,High,5,Bad,0
29,No,Travel_Rarely,Sales,2,Bachelor,Medical,366,Low,Male,Medium,2,Sales Executive,Medium,Married,6644,Excellent,Medium,10,Better,0
31,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,367,Medium,Male,Medium,2,Healthcare Representative,Very High,Married,5582,Outstanding,Medium,10,Better,7
25,No,Non-Travel,Research & Development,5,College,Life Sciences,369,Medium,Male,Very High,2,Healthcare Representative,Low,Divorced,4000,Excellent,Very High,6,Better,1
45,No,Travel_Rarely,Research & Development,20,College,Medical,372,High,Male,High,4,Healthcare Representative,Very High,Married,13496,Excellent,Medium,21,Better,4
36,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,373,Very High,Male,High,1,Laboratory Technician,Very High,Married,3210,Excellent,High,16,Better,10
55,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,374,Very High,Male,High,5,Manager,Low,Single,19045,Excellent,High,37,Better,4
47,Yes,Non-Travel,Research & Development,29,Master,Life Sciences,376,Low,Male,High,3,Manager,Medium,Married,11849,Excellent,Very High,10,Good,9
28,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,377,Very High,Male,High,1,Research Scientist,Very High,Married,2070,Outstanding,Very High,5,Good,0
37,No,Travel_Rarely,Sales,6,Master,Medical,378,High,Male,High,2,Sales Executive,Very High,Married,6502,Excellent,Medium,7,Best,0
21,No,Travel_Rarely,Research & Development,3,College,Medical,379,Very High,Male,Medium,1,Research Scientist,High,Single,3230,Excellent,Low,3,Best,1
37,No,Non-Travel,Research & Development,1,Master,Medical,380,Low,Female,High,3,Research Director,Very High,Divorced,13603,Excellent,Low,15,Better,0
35,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,381,Medium,Female,Very High,3,Manager,Medium,Divorced,11996,Excellent,Medium,10,Good,6
38,No,Travel_Rarely,Sales,7,College,Medical,382,Low,Female,Very High,2,Sales Executive,Low,Divorced,5605,Outstanding,High,8,Better,7
26,No,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,384,High,Female,High,2,Manufacturing Director,Medium,Divorced,6397,Outstanding,Low,6,Bad,1
50,No,Travel_Rarely,Research & Development,4,Below College,Life Sciences,385,Low,Male,High,5,Research Director,Medium,Divorced,19144,Excellent,Low,28,Good,1
53,No,Travel_Rarely,Research & Development,3,Master,Medical,386,High,Male,High,4,Research Director,High,Married,17584,Excellent,Very High,21,Good,1
42,No,Travel_Rarely,Sales,1,Below College,Life Sciences,387,Medium,Male,High,2,Sales Executive,High,Married,4907,Outstanding,High,20,Better,11
29,No,Travel_Frequently,Sales,2,College,Life Sciences,388,Medium,Male,High,2,Sales Executive,Very High,Single,4554,Excellent,Low,10,Good,0
55,No,Travel_Rarely,Research & Development,20,College,Technical Degree,389,Medium,Male,High,2,Laboratory Technician,Very High,Married,5415,Excellent,Very High,12,Better,0
26,No,Travel_Frequently,Research & Development,11,College,Medical,390,Low,Male,High,2,Healthcare Representative,Low,Married,4741,Excellent,High,5,Better,3
37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,391,Very High,Female,High,1,Research Scientist,Very High,Single,2115,Excellent,Medium,17,Better,5
44,Yes,Travel_Frequently,Research & Development,24,Bachelor,Life Sciences,392,Very High,Male,High,1,Laboratory Technician,High,Divorced,3161,Outstanding,Very High,19,Bad,0
38,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,393,Very High,Male,High,2,Healthcare Representative,Very High,Divorced,5745,Excellent,Medium,10,Better,1
26,Yes,Travel_Rarely,Research & Development,16,Master,Medical,394,Low,Male,High,1,Laboratory Technician,Medium,Divorced,2373,Excellent,Very High,5,Better,0
28,No,Travel_Rarely,Research & Development,8,College,Life Sciences,395,Very High,Female,High,1,Research Scientist,Very High,Single,3310,Outstanding,Very High,5,Better,0
49,No,Travel_Frequently,Research & Development,10,Master,Life Sciences,396,High,Female,High,5,Research Director,Low,Single,18665,Excellent,Very High,22,Better,1
36,No,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,397,High,Male,High,2,Research Scientist,Medium,Single,4485,Excellent,Very High,10,Better,7
31,No,Travel_Frequently,Sales,5,Bachelor,Marketing,399,Very High,Female,High,1,Sales Representative,Medium,Divorced,2789,Excellent,High,2,Good,2
